"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"NSERC","Grant","Subvention","Networks of Centres of Excellence","Réseaux de centres d'excellence",40200000,40200000,40200000,40200000,40200000,39871500,38645000,38645000,36504000,36504000
"NSERC","Grant","Subvention","Vanier Canada Graduate Scholarships","Courses d'études supérieures du Canada Vanier",2800000,2700000,2800000,2700000,5550000,5533336,8350000,8047076,8350000,8225092
"PCO","Contribution","Contribution","Commission of inquiry into certain allegations respecting business and financial dealings between Karlheinz Schreiber and The Right Honourable Brian Mulroney: funding for parties and intervenors","Commission d'enquête concernant les allégations au sujet  des transactions financières et commerciales entre Karlheinz Schreiber et le très honorable Brian Mulroney - Fonds destinés aux parties et aux intervenants",41319,41319,41319,41319,1000,1000,0,0,0,0
"PCO","Contribution","Contribution","Commission of inquiry into the investigation  of the bombing of Air India Flight 182: funding for families, parties and intervenors","Commission d'enquête relative aux mesures d'investigation prises à la suite de l'attentat à la bombe perpétré contre le vol 182 d'Air India - Fonds destinés aux familles, aux parties et aux intervenants",30625,5045,30625,5045,880,880,0,0,0,0
"PCO","Contribution","Contribution","Contribution program for the Commission of Inquiry into the Decline of Sockeye Salmon in the Fraser River","Programme de contributions pour la Commission d'enquête sur le déclin des populations de saumon rouge du fleuve Fraser",105000,105000,105000,105000,3423200,1854670,3424167,2773288,125000,44601
"PCO","Contribution","Contribution","Internal Inquiry into the Actions of Canadian Officials in Relation to Abdullah Almalki, Ahmad Abou-Elmaati and Muayyed Nureddin: funding for parties and intervenors","Enquête interne sur les actions des responsables canadiens relativement à Abdullah Almalki, Ahmad Abou-Elmaati et Muayyed Nureddin : fonds destinés aux parties et aux intervenants",0,0,0,0,0,0,0,0,0,0
"PCO","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"RCMP","Contribution","Contribution","Contributions to the provinces and territories and to aboriginal and/or other communities and organizations (not for profit)","Contributions aux provinces, aux territoires et aux communautés autochtones et/ou à d'autres communautés ou organismes (sans but lucratif)",15787000,13775092,15787000,13775092,15787000,14487000,15787000,14486220,15444896,14480607
"RCMP","Grant","Subvention","Grant to promote law enforcement through crime prevention, training and public relations","Subvention pour promouvoir l'application de la loi par le biais de la prévention du crime, la formation et les relations publiques",1000000,567078,1000000,567078,1000000,645770,1000000,668224,1000000,862554
"RCMP","Grant","Subvention","RCMP Survivor Income Plan","Plan de prestations des survivants de la GRC",2628026,2101703,2628026,2101703,2600379,2173544,2713211,2143527,2527104,2527104
"RCMP","Grant","Subvention","(S) Pensions under the Royal Canadian Mounted Police Pension Continuation Act","(S) Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada",17857400,17857400,17857400,17857400,16480442,16480442,15173970,15173970,13963873,13963873
"RCMP","Grant","Subvention","To compensate members of the Royal Canadian Mounted Police for injuries received in the performance of duty","Indemnisation des membres de la Gendarmerie royale du Canada pour des blessures reçues dans l'exercice de leurs fonctions",86091350,82987504,86091350,82987504,96677194,93289285,108936578,105500739,121481625,118131906
"SC","Contribution","Contribution","Health information contribution program","Programme de contribution pour l'information sur la santé",561000,560800,561000,560800,560800,560800,560800,560800,560800,0
"SEN","Contribution","Contribution","Contributions to parliamentary associations","Contributions aux associations parlementaires",414431,414431,414431,414431,373411,373411,377015,377015,373275,373275
"SEN","Grant","Subvention","(S) Pensions to retired senators","(S) Pensions aux sénateurs à la retraite",43579,43579,43579,43579,43856,43856,44507,44507,45651,45651
"PSEP","Contribution","Contribution","Aboriginal Community Safety Development Contribution Program","Programme de contributions à l'amélioration de la sécurité des collectivités autochtones",0,0,0,0,435000,425509,580000,541903,690000,675797
"PSEP","Contribution","Contribution","Biology Casework Analysis Contribution Program","Programme de contributions pour les analyses biologiques",0,0,0,0,6900000,6900000,6900000,6900000,6900000,6900000
"PSEP","Contribution","Contribution","Contribution Program for the Security Cost Framework Policy in relation to the 2010 G8 Summit and G20 meeting","Programme de contribution lié à la politique-cadre sur les coûts de sécurité pour le sommet du G8 et la rencontre du G20 de 2010",31783000,15300000,31783000,15300000,260802500,144982320,0,0,0,0
"PSEP","Contribution","Contribution","Contribution Program to Combat Child Sexual Exploitation and Human Trafficking","Programme de contribution visant à combattre l'exploitation sexuelle des enfants et la traite de personnes",0,0,0,0,2257743,2257743,1935600,1924365,2175600,2024921
"PSEP","Contribution","Contribution","Contributions in support of Communities at-risk: Minor security infrastructure pilot program (MSIP)","Contribution à l'appui des collectivités à risque : Programme pilote de financement des projets mineurs d'infrastructure de sécurité (PFPMIS)",2400000,887607,2400000,887607,890000,827322,0,0,0,0
"PSEP","Contribution","Contribution","Contributions in support of the Safer Communities Initiative","Contributions pour soutenir l'Initiative pour des communautés plus sûres",40314899,27093646,40314899,27093646,40867784,38731836,43060378,42279554,40191779,37726556
"PSEP","Contribution","Contribution","Contributions to the provinces and municipalities pursuant to the Emergency Management Act","Contributions versées aux provinces et aux municipalités en vertu de la Loi sur la gestion des urgences",8278307,7882721,8278307,7882721,8283500,7967814,6219872,6030875,6133276,6044924
"PSEP","Contribution","Contribution","Contributions to the provinces for assistance related to natural disasters","Contributions versées aux provinces à titre d'aide financière en cas de catastrophes naturelles",100000000,99924101,100000000,99924101,100000000,88768508,100000000,99970212,280000000,279948809
"PSEP","Grant","Subvention","Ex gratia payments to the families of the victims of Air India Flight 182","Paiements à titre gracieux aux familles des victimes du vol 182 d'Air India",0,0,0,0,0,0,0,0,6600000,6600000
"PSEP","Contribution","Contribution","Financial assistance to provinces and territories for costs incurred during the repatriation of Canadian evacuees from Haiti","Programme d'aide financière aux provinces et aux territoires pour les coûts associés au rapatriement des Canadiens en Haïti",0,0,0,0,2200000,0,2216001,2216000,0,0
"PSEP","Contribution","Contribution","Financial support to provinces and territories for 2011 flood mitigation investments","Aide financière aux provinces et aux territoires pour les mesures d?atténuation prises en 2011 en prévision des inondations",0,0,0,0,0,0,0,0,50000000,10000000
"PSEP","Grant","Subvention","Grants in support of the Safer Communities Initiative","Subventions pour soutenir l'Initiative pour des communautés plus sûres",7960000,1504791,7960000,1504791,1863142,1004545,939521,939518,469120,366963
"PSEP","Grant","Subvention","Grants to provincial partners for the National Flagging System to identify and track high-risk violent offenders who jeapardize public safety","Subventions aux partenaires provinciaux pour le Système national de repérage afin d'identifier et de suivre les délinquants violents à risque élevé qui menace la sécurité publique",500000,500000,500000,500000,500000,500000,500000,500000,500001,499996
"PSEP","Contribution","Contribution","International Association of Fire Fighters, Canada","Association internationale des pompiers,Canada",500000,500000,500000,500000,500000,315710,500000,410775,500000,356401
"PSEP","Grant","Subvention","International Crime Prevention Centre","Centre international pour la prévention de la criminalité",500000,499668,500000,499668,500000,499618,0,0,0,0
"PSEP","Contribution","Contribution","Items not required for the Current Year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"PSEP","Contribution","Contribution","Kanishka Project Research Initiative","Initiative de recherche pour le projet Kanishka",0,0,0,0,0,0,50000,48637,2296000,786931
"PSEP","Grant","Subvention","Kanishka Project Research Initiative","Initiative de recherche pour le projet Kanishka",0,0,0,0,0,0,0,0,0,0
"PSEP","Grant","Subvention","Other National Voluntary Organizations active in the criminal justice sector","Autres organismes nationaux de bénévolat actifs dans le secteur de la justice pénale",1796000,1796000,1796000,1796000,1796144,1796143,1796144,1796143,1796144,1796143
"PSEP","Contribution","Contribution","Payments to the provinces, territories, and public and private bodies in support of activities complementary to those of the Department of Public Safety and Emergency Preparedness","Paiements aux provinces, aux territoires et aux organismes publics et privés pour appuyer des activités complémentaires à celles du ministère de la Sécurité publique et de la Protection civile",1574042,1418731,1574042,1418731,1507830,1491613,877000,863443,617000,613250
"PSEP","Contribution","Contribution","Payments to the provinces, territories, municipalities, Indian band councils and recognized authorities representing Indians on reserve, Indian communities on Crown land and Inuit communities, for the First Nations Policing Program","Paiements aux provinces, aux territoires, aux municipalités, ainsi qu'aux conseils de bande, aux représentants officiels des Autochtones vivant dans les réserves, aux collectivités autochtones établies sur les terres de la Couronne et aux  groupes inuits conformément au Programme de services de police des Premières nations",86623708,85943165,86623708,85943165,90536707,80110612,80234148,79505807,80234148,80223612
"PSEP","Grant","Subvention","Public Safety and Emergency Preparedness research fellowships Program","Programme de bourses de recherches de la Sécurité publique et de la Protection civile",154000,154000,154000,154000,0,0,0,0,0,0
"PSEP","Contribution","Contribution","Renewal of the National Strategy for the Protection of Children from Sexual Exploitation on the Internet","Renouvellement de la Stratégie nationale pour la protection des enfants contre l'exploitation sexuelle sur Internet",2105196,2100196,2105196,2100196,0,0,0,0,0,0
"PSEP","Contribution","Contribution","Support for the construction of memorials to the victims of the Air India bombing","L'aménagement de sites commémoratifs consacrés aux victimes de l'attentat à la bombe d'Air India",75000,0,75000,0,0,0,0,0,0,0
"PSEP","Contribution","Contribution","Worker's compensation","Indemnisation des accidents du travail",192693,0,192693,0,187500,187500,235128,235128,337724,337724
"GSC","Contribution","Contribution","Canadian Language Sector Enhancement Program","Programme de renforcement du secteur langagier au Canada",2645000,623852,2645000,623852,4900000,4214111,5210000,5053348,5497037,5463823
"GSC","Grant","Subvention","(S) Payment in lieu of taxes to municipalities and other taxing authorities","(S) Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",471319811,471319811,471319811,471319811,491614147,491614147,509186346,509186346,513882534,513882534
"GSC","Grant","Subvention","(S) Recoveries from custodian departments","(S) Recouvrement auprès des ministères ayant la garde des biens immobiliers",-470235664,-470235664,-470235664,-470235664,-492444793,-492444793,-509027975,-509027975,-514917053,-514917053
"SSHRC","Grant","Subvention","Business-led networks of Centres of Excellence","Réseaux de centres d'excellence dirigés par l'entreprise",983000,983000,983000,983000,983000,983000,983000,983000,1100000,611646
"SSHRC","Grant","Subvention","Canada graduate scholarships","Bourses d'études supérieures du Canada",75983500,75707401,75983500,75707401,75983500,75002901,72483500,72477652,69018500,68873659
"SSHRC","Grant","Subvention","Centres of Excellence for commercialization and research","Centres d'excellence en commercialisation et en recherche",3926000,3926000,3926000,3926000,2646625,2646625,3005160,3005160,6911805,5461805
"SSHRC","Grant","Subvention","College and community innovation program","Programme d'innovation dans les collèges et la communauté",0,0,0,0,0,0,245337,245337,148831,148831
"SSHRC","Grant","Subvention","Grants and scholarships","Subventions et bourses",241139720,239834809,241139720,239834809,237378922,237054796,242615413,242594885,243359108,243349838
"SSHRC","Grant","Subvention","Indirect costs of research","Coûts indirects de la recherche",328284189,324608188,328284189,324608188,329330000,329330000,331674642,331674642,331655760,331638911
"SSHRC","Grant","Subvention","Industrial research chairs for colleges","Chaires de recherche industrielle dans les collèges",0,0,0,0,0,0,0,0,115494,115494
"SSHRC","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"SSHRC","Grant","Subvention","Networks of Centres of Excellence","Réseaux de centres d'excellence",11800000,11800000,11800000,11800000,11800000,11200000,11800000,11800000,10159150,10159150
"SSHRC","Grant","Subvention","Vanier Canada Graduate Scholarships","Bourses d'études supérieures du Canada Vanier",2750000,2600000,2750000,2600000,5500000,5491667,8300000,8218601,8300000,8291468
"SWC","Contribution","Contribution","Contributions to the Native Women's Association of Canada for the Sisters in Spirit Initiative - Item not required for the current year","Contributions à l'Association des femmes autochtones du Canada pour l'Initiative Soeurs d'esprit - Élément non
requis pour l'exercice en cours",1000000,976556,1000000,976556,0,0,0,0,0,0
"SWC","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"SWC","Other Transfer Payment","Autre paiement de transfert","Office of the Co-ordinator, Status of Women","Bureau de la coordonnatrice de la situation de la femme",0,0,0,0,0,0,0,0,0,0
"SWC","Grant","Subvention","Office of the Co-ordinator, Status of Women","Bureau de la coordonnatrice de la situation de la femme",0,0,0,0,0,0,0,0,0,0
"SWC","Contribution","Contribution","Women's program Contributions to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme Contributions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",0,0,0,0,0,0,4200001,3535051,4283334,4137046
"SWC","Other Transfer Payment","Autre paiement de transfert","Women's program Contributions to women's and other voluntary organizations for the purpose of furthering women's participation in canadian society","Programme de promotion de la femme Contributions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",0,0,0,0,0,0,0,0,0,0
"SWC","Contribution","Contribution","Women's program--Contributions to women's and other voluntary organizations for the purpose of furthering women's participation in canadian society","Programme de promotion de la femme--Contributions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",4883000,4803829,4883000,4803829,5200000,4795445,0,0,0,0
"SWC","Other Transfer Payment","Autre paiement de transfert","Women's program Grants to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme Subventions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",0,0,0,0,0,0,0,0,0,0
"SWC","Grant","Subvention","Women's program Grants to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme Subventions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",14750000,14691439,14750000,14691439,14750000,14750000,14750000,14750000,14750000,14750000
"TBC","Contribution","Contribution","International Public Sector Accounting Standards Board","Conseil des normes comptables internationales du secteur public",200000,200000,200000,200000,200000,200000,200000,200000,200000,200000
"TBC","Contribution","Contribution","Organisation of economic cooperation and development","L'organisation de coopération et de développement économique",0,0,0,0,0,0,138000,138000,32400,32400
"TBC","Other Transfer Payment","Autre paiement de transfert","Payments, in the nature of Workers' Compensation, in accordance with the Public Service Income Benefit Plan for survivors of employees slain on duty","Paiements, sous forme d'indemnités pour des accidents du travail, conformément aux régimes de la fonction publique de prestations versées aux survivants des employés décédés dans l'exercice de leurs fonctions",495000,368142,495000,368142,495000,360030,495000,352864,495000,344293
"TBC","Contribution","Contribution","Research and policy initiatives assistance program","Programme d'aide aux initiatives de politique et de recherche",20000,20000,20000,20000,128443,128443,62000,62000,33000,33000
"TBC","Other Transfer Payment","Autre paiement de transfert","(S) Payments under the Public Service Pension Adjustment Act","(S) Versements en vertu de la Loi sur la mise au point des pensions du service public",2447,2447,2447,2447,1830,1830,1552,1552,1046,1046
"TBC","Other Transfer Payment","Autre paiement de transfert","Special Indemnity Plan for spouses of Canadian Forces attachés","Régime spécial d'indemnisation pour les conjoints des attachés des Forces canadiennes",5000,4359,5000,4359,5000,4352,5000,4492,5000,4606
"TC","Contribution","Contribution","Airports capital assistance program","Programme d'aide aux immobilisations aéroportuaires",33743727,26259911,33743727,26259911,37999900,9616179,46537580,30402923,41125840,29823513
"TC","Contribution","Contribution","Airports operations and maintenance subsidy program","Programme pour l?exploitation et l?entretien des aéroports",0,0,0,0,0,0,0,0,2400000,2053463
"TC","Contribution","Contribution","Airports policing contribution program","Programme de contribution aux services de police dans les aéroports",11044000,11007918,11044000,11007918,1281751,1185880,1256360,1231500,1294000,1278692
"TC","Contribution","Contribution","Allowances to former employees of Newfoundland railways, steamships and telecommunications services transferred to Canadian National Railways","Allocations aux anciens employés des services des chemins de fer, des navires à vapeur et des télécommunications de Terre-Neuve mutés aux Chemins de fer nationaux du Canada",572350,563231,572350,563231,598096,512752,534000,454236,584000,378710
"TC","Contribution","Contribution","Asia-Pacific Gateway and Corridor Transportation Infrastructure Fund","Fonds d'infrastructure de transport de la porte d'entrée et du corridor de l'Asie-Pacifique",223848139,73640224,223848139,73640224,219999462,122337618,337614037,80928932,223983681,154409327
"TC","Contribution","Contribution","Canada's National Road Safety Vision","Programme national Vision sécurité routière du Canada",250000,239203,250000,239203,250000,200856,250000,244128,0,0
"TC","Contribution","Contribution","Canadian Transportation Research Forum's scholarship program","Programme de bourses pour le Groupe de recherches sur les transports au Canada",24000,24000,24000,24000,18000,12000,18000,18000,24000,24000
"TC","Contribution","Contribution","Contribution for the Oshawa harbour port consolidation project","Contibution au Projet de regroupment portuaire du port d'Oshawa",0,0,0,0,0,0,2289066,305990,6150000,747257
"TC","Contribution","Contribution","Contribution in support of boating safety","Contribution à l'appui de la sécurité nautique",258300,226558,258300,226558,500000,385200,500000,349672,491700,433319
"TC","Contribution","Contribution","Contribution of the Strategic highway infrastructure program for the Intelligent transportation system","Contribution du Programme stratégique d?infrastructure routière pour le Système de transport intelligent",0,0,0,0,0,0,0,0,1005466,1005466
"TC","Contribution","Contribution","Contribution program for operating, capital and start-up funding requirement for regional and remote passenger rail services","Programme de contributions aux fonds d'exploitation, d'immobilisations et de lancement nécessaires pour les services ferroviaires voyageurs dans les régions et les localités éloignées",20900000,20042833,20900000,20042833,18332600,17922804,16100000,14623242,13923012,13923011
"TC","Contribution","Contribution","Contributions for ferry and coastal passenger and freight services","Contributions à la prestation de services de traversier et de cabotage pour marchandises et voyageurs",25995682,22912357,25995682,22912357,0,0,0,0,0,0
"TC","Contribution","Contribution","Contributions for the operation of municipal or other airports: Original program","Contributions à l'exploitation d'aéroports municipaux ou autres aéroports : Programme initial",2577928,2462416,2577928,2462416,2400000,2381062,2400000,2259455,0,0
"TC","Contribution","Contribution","Contributions to provinces toward highway improvements to enhance overall efficiency and promote safety while encouraging industrial development and tourism from a regional economic perspective: Outaouais Road Development Agreement","Contributions aux provinces pour défrayer le coût des améliorations des systèmes routiers dans le but d'augmenter leur efficacité globale et de promouvoir la sécurité, tout en encourageant, d'un point de vue régional et économique, le développement industriel et le tourisme : Entente pour le développement du réseau routier de l'Outaouais",9085841,3252801,9085841,3252801,14962141,1825215,16175000,9447115,23364209,21625877
"TC","Contribution","Contribution","Contributions to the Railway Association of Canada for Operation Lifesaver","Contributions à l'Association des chemins de fer du Canada dans le cadre du Programme Opération Gareautrain",250000,250000,250000,250000,300000,300000,300000,300000,300000,300000
"TC","Contribution","Contribution","Contribution to NAV CANADA to support security for the 2010 Winter Olympic Games","Contribution à NAV CANADA pour appuyer la sécurité au cours des Jeux Olympiques d'hiver de 2010",17900000,15900000,17900000,15900000,250000,102538,0,0,0,0
"TC","Contribution","Contribution","Contribution to provide short term financial assistance for the costs of repairs, maintenance, rehabilitation and other related initiatives supporting the ongoing operations for the Port of Churchill","Contribution en vue de fournir une aide financière à court terme afin de couvrir les coûts de réparation, d'entretien, de remise en état du port de Churchill et d'initiatives connexes destinées à en soutenir l'exploitation continue",0,0,0,0,0,0,0,0,1000000,969099
"TC","Contribution","Contribution","Contribution to selected stakeholder groups in British Columbia to support a Regional public engagement stragegy program","Contribution à des groupes d'intervenants choisis en Colombie-Britannique pour appuyer une stratégie de mobilisation régionale du public",0,0,0,0,770104,0,450000,0,450000,0
"TC","Contribution","Contribution","Contribution to Supply Chain and Logistics Association Canada","Contribution à l'Association chaîne d'approvisionnement et logistique Canada",115000,112965,115000,112965,125000,121197,0,0,0,0
"TC","Contribution","Contribution","Contribution to the Canadian Council of Motor Transport Administrators - Commercial Vehicle Safety Alliance","Contribution au Conseil canadien des administrateurs en transport motorisé - Alliance pour la sécurité des véhicules commerciaux",50000,0,50000,0,100000,100000,50000,50000,0,0
"TC","Contribution","Contribution","Contribution to the Province of Prince Edward Island for policing services in respect of the Confederation Bridge","Contribution à la province de l'île-du-Prince-Édouard pour des services de maintien de l'ordre à l'égard du pont de la Confédération",262000,262000,262000,262000,268000,268000,275000,275000,282000,265220
"TC","Contribution","Contribution","Contribution to the provinces for the modernization of marine training simulators","Contributions aux provinces pour la modernisation des simulateurs de formation maritime",3400000,593000,3400000,593000,3535253,3535253,1435000,1435000,0,0
"TC","Contribution","Contribution","Contribution to the regional Municipality of Durham for a Long-term Transit Strategy","Contribution à la municipalité régionale de Durham pour l'établissement d'une stratégie de transport en commun à long terme",1887500,1702872,1887500,1702872,9904,9904,0,0,0,0
"TC","Contribution","Contribution","Contribution to the Sauder School of Business to support the Asia-Pacific Gateway and Corridor Initiative Research Consortium","Contribution à la Sauder School of Business pour appuyer le Consortium de recherche de l'initiative de la Porte d'entrée et du  Corridor de l'Asie-Pacifique",900063,200167,900063,200167,352896,338928,0,0,0,0
"TC","Contribution","Contribution","Contribution to the Thompson Regional Airport Authority for the cost associated with the rehabilitation of Runway 05/23 of the Thompson Airport","Contribution à l'administration aéroportuaire régionale de Thompson au titre des coûts de remise en état de la piste 05/23 de l'aéroport de Thompson",942452,942452,942452,942452,0,0,0,0,0,0
"TC","Contribution","Contribution","ecoTRANSPORT Strategy - ecoMOBILITY Program","Stratégie écoTRANSPORTS - Programme écoMOBILITÉ",1375367,1311698,1375367,1311698,861137,861137,500000,449236,0,0
"TC","Contribution","Contribution","ecoTRANSPORT Strategy - Freight Technolgy Demonstration Fund","Stratégie écoTRANSPORTS - Fonds de démonstration des technologies de transport des marchandises",2461610,547578,2461610,547578,1536655,1458296,0,0,0,0
"TC","Contribution","Contribution","ecoTRANSPORT Strategy - Freight Technology Incentives","Stratégie écoTRANSPORTS - Incitatifs pour les technologies de transport des marchandises",4282572,2033826,4282572,2033826,1444650,1444650,0,0,0,0
"TC","Contribution","Contribution","ecoTRANSPORT Strategy - Marine Shore Power Program","Stratégie écoTRANSPORTS - Programme d'alimentation à quai des navires",1000000,640000,1000000,640000,1543500,644532,1198968,1037741,0,0
"TC","Contribution","Contribution","ecoTRANSPORT Strategy - National Harmonization  Initiative for the Trucking Industry","Stratégie écoTRANSPORTS - Initiative nationale d'harmonisation pour l'industrie du camionnage",1150000,0,1150000,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Ferry services contribution program","Programme de contributions aux services de traversier",0,0,0,0,25227643,24475633,28674500,26268228,32978326,32806343
"TC","Contribution","Contribution","Gateways and Border Crossings Fund","Fonds pour les portes d'entrée et les passages frontaliers",272851120,36952424,272851120,36952424,431599618,100016416,161887575,100806288,773017960,223207249
"TC","Grant","Subvention","Grants to support clean transportation initiative","Subventions à l?appui des initiatives en matière de transports propres",0,0,0,0,0,0,0,0,1750000,250000
"TC","Grant","Subvention","Grant to close grade crossings","Subvention pour la fermeture de passages à niveau",160000,130000,160000,130000,300000,225000,300000,195000,262360,140000
"TC","Grant","Subvention","Grant to the Coast Tsimshian for the Port of Prince Rupert development","Subvention aux Tsimshian de la côte pour le développement du port de Prince Rupert",0,0,0,0,0,0,12317500,12317500,0,0
"TC","Grant","Subvention","Grant to the Gitxaala First Nation for the Port of Prince Rupert development","Subvention à la Première Nation Gitxaala pour le développement du port de Prince Rupert",0,0,0,0,0,0,5782500,5782500,0,0
"TC","Grant","Subvention","Grant to the International Civil Aviation Organization (ICAO) for Cooperative Development of Operational Safety and  Continuing Airworthiness Program (COSCAP)","Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité (COSCAP) de l'Organisation de l'aviation civile internationale (OACI)",0,0,0,0,0,0,130000,130000,0,0
"TC","Grant","Subvention","Grant to the International Civil Aviation Organization (ICAO) for Cooperative development of operational safety and continuing airworthiness program (COSCAP)","Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité (COSCAP) de l'Organisation de l'aviation civile internationale (OACI)",130000,130000,130000,130000,0,0,0,0,0,0
"TC","Grant","Subvention","Grant to the International civil aviation organization (ICAO) for cooperative development of operational safety and  continuing airworthiness program (COSCAP)","Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité (COSCAP) de l'Organisation de l'aviation civile internationale (OACI)",0,0,0,0,0,0,0,0,130000,130000
"TC","Grant","Subvention","Grant to the Kitselas First Nation for the Port of Prince Rupert development","Subvention à la Première Nation Kitselas pour développement du port de Prince Rupert",0,0,0,0,0,0,1950000,1950000,0,0
"TC","Grant","Subvention","Grant to the Kitsumkalum First Nation for the Port of Prince Rupert development","Subvention à la première Nation Kitsumkalum pour le développement du port de Prince Rupert",0,0,0,0,0,0,1950000,1950000,0,0
"TC","Grant","Subvention","Grant to the Province of British Columbia in respect of the provision of ferry and coastal freight and passenger services","Subvention à la province de la Colombie-Britannique à l'égard de la prestation de services de traversier et de cabotage pour marchandises et voyageurs",27285000,26923979,27285000,26923979,27382068,26923979,27697100,27486919,28077609,28077609
"TC","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","Labrador coast airstrips restoration program","Programme de réfection des bandes d?atterrissage de la côte du Labrador",0,0,0,0,0,0,0,0,2316021,2166021
"TC","Contribution","Contribution","Marine security contribution program","Programme de contribution pour la sûreté maritime",12500000,11503606,12500000,11503606,0,0,0,0,0,0
"TC","Contribution","Contribution","Moving on Sustainable Transportation","Sur la route du transport durable",1100000,749673,1100000,749673,187718,187718,15710,15710,0,0
"TC","Contribution","Contribution","National Safety Code","Code canadien de sécurité",4393000,0,4393000,0,8786000,8785362,4392681,4392661,0,0
"TC","Contribution","Contribution","Newfoundland - Construct runways and related facilities in Labrador (Nain, Davis Inlet, Hopedale, Postville, Makkovik, Rigolet, Cartwright, Black Tickle, Charlottetown, Port Hope Simpson, Mary's Harbour, Fox Harbour and Williams Harbour)","Terre-Neuve - Construction de pistes et d'installations connexes au Labrador (Nain, Davis Inlet, Hopedale, Postville, Makkovik, Rigolet, Cartwright, Black Tickle, Charlottetown, Port Hope Simpson, Mary's Harbour, Fox Harbour et Williams Harbour)",1800000,0,1800000,0,2925000,832195,1782501,851784,0,0
"TC","Contribution","Contribution","Northern transportation adaptation initiative - Contributions","Initiative d?adaptation des transports dans le Nord - Contributions",0,0,0,0,0,0,0,0,1215000,286040
"TC","Grant","Subvention","Northern transportation adaptation initiative - Grants","Initiative d?adaptation des transports dans le Nord - Subventions",0,0,0,0,0,0,0,0,75000,74780
"TC","Contribution","Contribution","Northern Transportation Infrastructure Research and Development Project with the University of Laval","Programme de recherche et développement en matière d'infrastructure de transport nordique avec l'Université Laval",103950,103950,103950,103950,11550,11550,0,0,0,0
"TC","Contribution","Contribution","Oshawa Harbour Port Consolidation Program","Programme de regroupement portuaire du port d'Oshawa",0,0,0,0,10200000,934,0,0,0,0
"TC","Contribution","Contribution","Payments in support of crossing improvements approved under the Railway Safety Act","Paiements à l'appui des améliorations apportées aux croisements, approuvées aux termes de la Loi sur la sécurité ferroviaire",13759576,13759576,13759576,13759576,8620424,7440251,12345000,8532529,12845000,11949960
"TC","Contribution","Contribution","Payments to other governments or international agencies for the operation and maintenance of airports, air navigation and airways facilities","Versements aux autres gouvernements ou organismes internationaux pour l'exploitation et l'entretien des aéroports, des installations de navigation aérienne et des voies aériennes",55000,53296,55000,53296,50000,30193,100000,32402,100000,48697
"TC","Contribution","Contribution","Port Divestiture Fund","Fonds de cession des ports",34390917,23808146,34390917,23808146,21094500,14462276,28195710,28180664,13074688,12949644
